Item,Index,Rec.Date,Vender,Plant,Receiving No.,PR No.,PO No.,Request No.,User Name,Dept.,Inv. No.,SP/HM No.,S/N No.,Inv. Date,PR type,Part type,Description,Quantity, Amount ,Remark
63,INV250063,12-Mar-25,"Wise solution and consulting co.,ltd.",LPN1,P25030152,PR25030008,2310006863,,WATCHARAPONG W.,IT,IV68031201,SP2503032,8201141241,12-Mar-25,Spare part,RAM,DDR3(1600) 8GB Blackberry 16Chip,1, 570.00 ,IT25030453
63,INV250063,12-Mar-25,"Wise solution and consulting co.,ltd.",LPN1,P25030152,PR25030008,2310006863,,WATCHARAPONG W.,IT,IV68031201,SP2503033,8201141254,12-Mar-25,Spare part,RAM,DDR3(1600) 8GB Blackberry 16Chip,1, 570.00 ,IT25020627
63,INV250063,12-Mar-25,"Wise solution and consulting co.,ltd.",LPN1,P25030152,PR25030008,2310006863,,WATCHARAPONG W.,IT,IV68031201,SP2503034,8201141238,12-Mar-25,Spare part,RAM,DDR3(1600) 8GB Blackberry 16Chip,1, 570.00 ,SP2503034
63,INV250063,12-Mar-25,"Wise solution and consulting co.,ltd.",LPN1,P25030152,PR25030008,2310006863,,WATCHARAPONG W.,IT,IV68031201,SP2503035,8201141251,12-Mar-25,Spare part,RAM,DDR3(1600) 8GB Blackberry 16Chip,1, 570.00 ,
64,INV250064,18-Mar-25,"A&A NEO TECHNOLOGY CO.,LTD.",LPN1,P25030221,PR25030223,2310007047,IT25030358,Gampol  T.,OP4,IV6803096,HM23046,1H85034NLZ,18-Mar-25,Asset,Laptop,Notebook HP Essential 15-fd0342TU (B12T9PA#AKL),1," 16,900.00 ",HCOOP43115
65,INV250065,25-Mar-25,"FONIX CO., LTD.",LPN1,P25030320,PR25030354,2310007149,,WATCHARAPONG W.,IT,AR250304277,,,24-Mar-25,Spare part,LAN Cable,LINK [US-9116LSZH] CAT6 UTP Cable (305m/Box),3," 12,600.00 ",
65,INV250065,25-Mar-25,"FONIX CO., LTD.",LPN1,P25030320,PR25030354,2310007149,,WATCHARAPONG W.,IT,AR250304277,,,24-Mar-25,Spare part,RJ45,LINK [US1001] RJ45 CAT5E MALE (10อัน/PACK),50," 2,650.00 ",
66,INV250066,25-Mar-25,"Z-PLUS CO.,LTD.",LPN1,,PR24120250,2310005725,IT24120508,WARUT M.,IT,M25/022,,,21-Mar-25,MA System,MA System,Monthly System Maintenance for LPN1 (Start 01/Jan/2025 - 31/Dec/2025),1," 10,000.00 ",P3
67,INV250067,25-Mar-25,"Z-PLUS CO.,LTD.",LPN2,,PR24120252,2310005726,IT24120508,WARUT M.,ITS,M25/023,,,21-Mar-25,MA System,MA System,Monthly System Maintenance for LPN2 (Start 01/Jan/2025 - 31/Dec/2025),1," 10,000.00 ",P3
68,INV250068,26-Mar-25,"NAKORNPING C & C CO.,LTD",LPN1,,PR25020332,2310006740,IT25031016,WARUT M.,IT,26119,,,21-Mar-25,MA Software,License,"MDaemon Mail Server,Software License,1 Year Renewal,1700 Users.",1," 88,700.00 ",
68,INV250068,26-Mar-25,"NAKORNPING C & C CO.,LTD",LPN1,,PR25020332,2310006740,IT25031016,WARUT M.,IT,26119,,,21-Mar-25,MA Software,License,"MDaemon AntiVirus,Software License,1 Year Renewal,1700 Users.",1," 55,300.00 ",
69,INV250069,26-Mar-25,"Wise solution and consulting co.,ltd.",LPN2,P25030207,PR25030400,2310007159,IT25030423,AROONLAK NOWUT,HRDS,IV68032603,HM23047,,26-Mar-25,Asset,Laptop,Notebook Lenovo IdeaPad 3 15IAU7 82RK017GTA (Arctic Grey),1," 13,700.00 ",HCOHRDS3116
70,INV250070,26-Mar-25,"NAKORNPING C & C CO.,LTD",LPN1,P25030340,PR25030473,2310007216,IT25030694,ARUNEE FUWONGSIT,IT,26127,SP2503036,,25-Mar-25,Spare part,Mainboard,"MSI PRO H610M-S DDR4,uATX M/B,Soc.1700,H610",1," 1,950.00 ",
71,INV250071,28-Mar-25,"A&A NEO TECHNOLOGY CO.,LTD.",LPN1,P25030382,PR25030462,2310007231,IT25030809,Venus P.,HRD,IV6803171,HM23048,1H85034NM4,28-Mar-25,Asset,Laptop,Notebook HP Essential 15-fd0342TU (B12T9PA#AKL),1," 16,900.00 ",HCOHRD3117
72,INV250072,31-Mar-25,"CONTINUOUS FORM&COMPUTER CO.,LTD",LPN2,P25030233,PR25030428,2310007203,IT25030414,PONGSAK PANYA,OP2S,013702,,,27-Mar-25,Spare part,Battery,"Battery : HP Laptop Model 14-ck0012TK S/N : 5CG9056D97 Compatable , HT03XL",1," 1,950.00 ",
73,INV250073,31-Mar-25,"C.B.COMMUNICATION.CO.,LTD",LPN1,P25030390,PR25030474,2310007218,,WATCHARAPONG W.,IT,IV6800396,SP2503037,T2423940S084423,27-Mar-25,Spare part,Radio communication,SPENDER TC-751 PLUS,1," 3,190.00 ",
73,INV250073,31-Mar-25,"C.B.COMMUNICATION.CO.,LTD",LPN1,P25030390,PR25030474,2310007218,,WATCHARAPONG W.,IT,IV6800396,SP2503038,T2423940S084421,27-Mar-25,Spare part,Radio communication,SPENDER TC-751 PLUS,1," 3,190.00 ",
73,INV250073,31-Mar-25,"C.B.COMMUNICATION.CO.,LTD",LPN1,P25030390,PR25030474,2310007218,,WATCHARAPONG W.,IT,IV6800396,SP2503039,T2423940S084422,27-Mar-25,Spare part,Radio communication,SPENDER TC-751 PLUS,1," 3,190.00 ",
74,INV250074,31-Mar-25,"CONTINUOUS FORM&COMPUTER CO.,LTD",LPN1,P25030392,PR25030463,2310007213,,WATCHARAPONG W.,IT,013700,,,27-Mar-25,Spare part,Tape,Brother P-Touch Tape TZE-631 (Black/Yellow) 12mm,5," 2,600.00 ",
75,INV250075,31-Mar-25,"C.B.COMMUNICATION.CO.,LTD",LPN2,P25030249,PR25030476,2310007220,,SURACHET P.,ITS,IV6800397,,,27-Mar-25,Spare part,Radio communication,SPENDER TC-751 PLUS,1," 3,190.00 ",
75,INV250075,31-Mar-25,"C.B.COMMUNICATION.CO.,LTD",LPN2,P25030249,PR25030476,2310007220,,SURACHET P.,ITS,IV6800397,,,27-Mar-25,Spare part,Radio communication,SPENDER TC-751 PLUS,1," 3,190.00 ",
75,INV250075,31-Mar-25,"C.B.COMMUNICATION.CO.,LTD",LPN2,P25030249,PR25030476,2310007220,,SURACHET P.,ITS,IV6800397,,,27-Mar-25,Spare part,Radio communication,SPENDER TC-751 PLUS,1," 3,190.00 ",
76,INV250076,31-Mar-25,"ZOOM VIDEO COMMUNICATIONS, INC.",LPN1,,PR25030610,2310007437,IT25031132,WATCHARAPONG W.,IT,INV299208959,,,30-Mar-25,Software,License,Zoom license Pro per year. Account Number : 54004183,1," 5,817.06 ",30/03/2025-29/03/2026 (159.90USD+VAT11.19)
77,INV250077,31-Mar-25,RICOH (THAILAND) LTD.,LPN1,,PR25030626,2310007390,IT25031151,SUPASSORN R.,IT,10633000,,,21-Mar-25,Printer Rent,RICOH,Hana printing charge of Mar 2025 at LPN1.,1," 29,337.90 ",
78,INV250078,31-Mar-25,RICOH (THAILAND) LTD.,LPN2,,PR25030627,2310007357,IT25031151,SUPASSORN R.,ITS,10633006,,,21-Mar-25,Printer Rent,RICOH,Hana printing charge of Mar 2025 at LPN2.,1," 4,840.84 ",
79,INV250079,1-Apr-25,"Wise solution and consulting co.,ltd.",LPN1,P25040002,PR25030472,2310007215,IT25030694,ARUNEE FUWONGSIT,IT,IV68040102,SP2503040,,1-Apr-25,Spare part,CPU,CPU CORE I5-14400 (Original),1," 6,190.00 ",
80,INV250080,4-Apr-25,"CHI CHANG Computer (Thailand) Co.,Ltd.",LPN1,P25040067,PR25030553,2310007325,IT25030956,WARANYA J.,FIN,IV016804/0015,SP2503041,,4-Apr-25,Spare part,Adapter,Adapter 65W + AC,1," 1,450.00 ",
81,INV250081,4-Apr-25,CHIANGMAI SUPPAWAT ELECTRONIC,LPN1,P25040082,PR25030569,2310007309,,WATCHARAPONG W.,IT,IV004/0369,,,4-Apr-25,Spare part,Tape,Double-sided clear nano tape Size :  5 M.,4, 220.00 ,
82,INV250082,7-Apr-25,Aware Corporation Limited.,LPN1,,PR25010496,2310006355,IT25010974,WARUT M.,IT,AIV20251570,,,1-Apr-25,MA Software,License,AWS HANA Web Application Firewall (WAF) Project (LPN1) Hana Lpn 557,1," 12,500.00 ",P1/Apr
83,INV250083,8-Apr-25,"National Telecom Public Co.,Ltd.",LPN2,,PR24050286,2310002390,MIS24050618,Warut M.,IT,357290934,,,1-Mar-25,Network,Internet fee,CAT Corporate Internet Service speed 150/30Mbps.1 May 2024- 30 Apr 2025.,1," 17,500.00 ",P10 : P12
84,INV250084,8-Apr-25,"National Telecom Public Co.,Ltd.",LPN1,,PR24070479,2310003546,MIS24070994,Warut M.,IT,357028913,,,9-Feb-25,Network,Internet fee,Dark Core fiber optic rental for 12 months.,1," 30,000.00 ",P6 : P12
85,INV250085,8-Apr-25,"National Telecom Public Co.,Ltd.",LPN1,,PR24070479,2310003546,MIS24070994,Warut M.,IT,357866185,,,9-Mar-25,Network,Internet fee,Dark Core fiber optic rental for 12 months.,1," 30,000.00 ",P7 : P12
86,INV250086,6-Mar-25,"National Telecom Public Co.,Ltd.",LPN1,,PR25040186,2310007515,IT25040367,Warut M.,IT,357292254,,,1-Mar-25,Network,Internet fee,Internet service charge in Feb 2025 at LPN1.,1," 35,000.00 ","new price (60,000)"
87,INV250087,9-Apr-25,"Wise solution and consulting co.,ltd.",LPN1,P25040119,PR25040071,2310007433,,WATCHARAPONG W.,IT,IV68040903,SP2504001,90512,9-Apr-25,Spare part,HDMI,Phrl กล่องรวมจอ HDMI Switcher 5 In 1 Out Ugreen 90512,1, 970.00 ,ห้องแม่ปิง
87,INV250087,9-Apr-25,"Wise solution and consulting co.,ltd.",LPN1,P25040119,PR25040071,2310007433,,WATCHARAPONG W.,IT,IV68040903,SP2504002,90512,9-Apr-25,Spare part,HDMI,Phrl กล่องรวมจอ HDMI Switcher 5 In 1 Out Ugreen 90512,1, 970.00 ,
88,INV250088,9-Apr-25,"Wise solution and consulting co.,ltd.",LPN2,P25040072,PR25040072,2310007434,,SURACHET P.,ITS,IV68040905,,,9-Apr-25,Spare part,HDMI,Phrl กล่องรวมจอ HDMI Switcher 5 In 1 Out Ugreen 90512,5," 4,850.00 ",
89,INV250089,9-Apr-25,"Wise solution and consulting co.,ltd.",LPN1,P25040120,PR25030613,2310007422,IT25040158,TIPAWAN D.,BSD1,IV68040904,HM23049,NXKSGST002419045F92N00,9-Apr-25,Asset,Laptop,Notebook Acer Swift Go 14 SFG14-73-71ZY (Pure Silver),1," 31,000.00 ",HCOCUS3121
90,INV250090,9-Apr-25,"National Telecom Public Co.,Ltd.",LPN1,,PR25040206,2310007541,IT25040368,Warut M.,IT,358192178,,,1-Apr-25,Network,Internet fee,Internet service charge in Mar 2025 at LPN1.,1," 35,000.00 ","new price (60,000)"
91,INV250091,9-Apr-25,"National Telecom Public Co.,Ltd.",LPN2,,PR24050286,2310002390,MIS24050618,Warut M.,IT,358177116,,,1-Apr-25,Network,Internet fee,CAT Corporate Internet Service speed 150/30Mbps.1 May 2024- 30 Apr 2025.,1," 17,500.00 ",P11 : P12
92,INV250092,21-Apr-25,"NAKORNPING C & C CO.,LTD",LPN1,P25040182,PR25040241,2310007561,IT25040644,DARARAT S.,QM,26178,SP2504003,,17-Apr-25,Spare part,Mainboard,"MSI PRO H610M-S DDR4,uATX M/B,Soc.1700,H610",1," 1,950.00 ",
93,INV250093,22-Apr-25,"Wise solution and consulting co.,ltd.",LPN1,P25040212,PR25040242,2310007562,IT25040644,DARARAT S.,QM,IV68042201,SP2504004,U4FN257502326,22-Apr-25,Spare part,CPU,CPU CORE I5-14400 (Original),1," 6,190.00 ",
94,INV250094,22-Apr-25,"Consulting Community Co., Ltd.",LPN1,,PR24120244,2310005742,IT24120503,WARUT M.,IT,IB-680000040,,,17-Apr-25,MA Service,SAP,SAP Basis Service for SAP Application and SAP HANA Database 1 Year,2.5," 37,500.00 ",2.5/10 DAY
95,INV250095,23-Apr-25,"Z-PLUS CO.,LTD.",LPN1,,PR24120250,2310005725,IT24120508,WARUT M.,IT,M25/029,,,22-Apr-25,MA System,MA System,Monthly System Maintenance for LPN1 (Start 01/Jan/2025 - 31/Dec/2025),1," 10,000.00 ",P4
96,INV250096,23-Apr-25,"Z-PLUS CO.,LTD.",LPN2,,PR24120252,2310005726,IT24120508,WARUT M.,ITS,M25/030,,,22-Apr-25,MA System,MA System,Monthly System Maintenance for LPN2 (Start 01/Jan/2025 - 31/Dec/2025),1," 10,000.00 ",P4
97,INV250097,24-Apr-25,"CHI CHANG Computer (Thailand) Co.,Ltd.",LPN2,P25040153,PR25040273,2310007582,IT25040489,VASANA MEECHOODACH,PLN2,IV016804/0052,,,23-Apr-25,Spare part,Adapter,Adapter 65W + AC,1," 1,450.00 ",
98,INV250098,28-Apr-25,RICOH (THAILAND) LTD.,LPN1,,PR25040455,2310007729,,SUPASSORN R.,IT,10686037,,,23-Apr-25,Printer Rent,RICOH,Hana printing charge of Apr 2025 at LPN1.,1," 26,704.10 ",
99,INV250099,28-Apr-25,RICOH (THAILAND) LTD.,LPN2,,PR25040454,2310007721,,SUPASSORN R.,ITS,10686038,,,23-Apr-25,Printer Rent,RICOH,Hana printing charge of Apr 2025 at LPN2.,1," 4,945.66 ",
100,INV250100,28-Apr-25,"National Telecom Public Co.,Ltd.",LPN1,,PR24070479,2310003546,MIS24070994,Warut M.,IT,358755848,,,7-Apr-25,Network,Internet fee,Dark Core fiber optic rental for 12 months.,1," 30,000.00 ",P8 : P12
101,INV250101,29-Apr-25,"Wise solution and consulting co.,ltd.",LPN1,P25040326,PR25040399,2310007680,IT25040610,Thamolnut T.,PUR,IV68042902,HM23082,NXJ23ST002506094F34500,29-Apr-25,Asset,Laptop,"N/B Acer AL16-52P-331E/T002 (16) Light Silver + RAM DDR5(4800, NB) 8GB ADATA 4 CHIP (AD5S48008G-S)",1," 13,900.00 ",HCOPUR3126
102,INV250102,29-Apr-25,"Wise solution and consulting co.,ltd.",LPN2,P25040204,PR25040398,2310007677,IT25040820,"	SANITHAT T.",OP2S,IV68042901,HM23083,1H85034MNT,29-Apr-25,Asset,Laptop,N/B HP 15-fd0342TU (15.6) (B12T9PA#AKL),1," 16,250.00 ",HCOOP2S3127
103,INV250103,30-Apr-25,"CONTINUOUS FORM&COMPUTER CO.,LTD",LPN1,P25040351,PR25040129,2310007527,,WATCHARAPONG W.,IT,013793,SP2504005,2701164187,21-Apr-25,Spare part,RAM,RAM DDR3(1600) 8GB BLACKBERRY 16 CHIP,1, 539.00 ,IT25070810
103,INV250103,30-Apr-25,"CONTINUOUS FORM&COMPUTER CO.,LTD",LPN1,P25040351,PR25040129,2310007527,,WATCHARAPONG W.,IT,013793,SP2504006,2701164194,21-Apr-25,Spare part,RAM,RAM DDR3(1600) 8GB BLACKBERRY 16 CHIP,1, 539.00 ,IT25040667
103,INV250103,30-Apr-25,"CONTINUOUS FORM&COMPUTER CO.,LTD",LPN1,P25040351,PR25040129,2310007527,,WATCHARAPONG W.,IT,013793,SP2504007,2701164195,21-Apr-25,Spare part,RAM,RAM DDR3(1600) 8GB BLACKBERRY 16 CHIP,1, 539.00 ,IT25060521/IT26010466
103,INV250103,30-Apr-25,"CONTINUOUS FORM&COMPUTER CO.,LTD",LPN1,P25040351,PR25040129,2310007527,,WATCHARAPONG W.,IT,013793,SP2504008,2701164191,21-Apr-25,Spare part,RAM,RAM DDR3(1600) 8GB BLACKBERRY 16 CHIP,1, 539.00 ,IT25060384 
103,INV250103,30-Apr-25,"CONTINUOUS FORM&COMPUTER CO.,LTD",LPN1,P25040351,PR25040129,2310007527,,WATCHARAPONG W.,IT,013793,SP2504009,2701164196,21-Apr-25,Spare part,RAM,RAM DDR3(1600) 8GB BLACKBERRY 16 CHIP,1, 539.00 ,IT25060292
103,INV250103,30-Apr-25,"CONTINUOUS FORM&COMPUTER CO.,LTD",LPN1,P25040351,PR25040129,2310007527,,WATCHARAPONG W.,IT,013793,SP2504010,2701164190,21-Apr-25,Spare part,RAM,RAM DDR3(1600) 8GB BLACKBERRY 16 CHIP,1, 539.00 ,IT25060292
103,INV250103,30-Apr-25,"CONTINUOUS FORM&COMPUTER CO.,LTD",LPN1,P25040351,PR25040129,2310007527,,WATCHARAPONG W.,IT,013793,SP2504011,2701164193,21-Apr-25,Spare part,RAM,RAM DDR3(1600) 8GB BLACKBERRY 16 CHIP,1, 539.00 ,IT25070917
103,INV250103,30-Apr-25,"CONTINUOUS FORM&COMPUTER CO.,LTD",LPN1,P25040351,PR25040129,2310007527,,WATCHARAPONG W.,IT,013793,SP2504012,2701164189,21-Apr-25,Spare part,RAM,RAM DDR3(1600) 8GB BLACKBERRY 16 CHIP,1, 539.00 ,IT25060521
103,INV250103,30-Apr-25,"CONTINUOUS FORM&COMPUTER CO.,LTD",LPN1,P25040351,PR25040129,2310007527,,WATCHARAPONG W.,IT,013793,SP2504013,2701164188,21-Apr-25,Spare part,RAM,RAM DDR3(1600) 8GB BLACKBERRY 16 CHIP,1, 539.00 ,IT25080256
103,INV250103,30-Apr-25,"CONTINUOUS FORM&COMPUTER CO.,LTD",LPN1,P25040351,PR25040129,2310007527,,WATCHARAPONG W.,IT,013793,SP2504014,2701164192,21-Apr-25,Spare part,RAM,RAM DDR3(1600) 8GB BLACKBERRY 16 CHIP,1, 539.00 ,IT25070810
103,INV250103,30-Apr-25,"CONTINUOUS FORM&COMPUTER CO.,LTD",LPN1,P25040351,PR25040129,2310007527,,WATCHARAPONG W.,IT,013793,SP2504015,7901163130,21-Apr-25,Spare part,RAM,RAM DDR4(2666) 16GB BLACKBERRY,1, 455.00 ,IT25040525/IT25100490
103,INV250103,30-Apr-25,"CONTINUOUS FORM&COMPUTER CO.,LTD",LPN1,P25040351,PR25040129,2310007527,,WATCHARAPONG W.,IT,013793,SP2504016,7901163129,21-Apr-25,Spare part,RAM,RAM DDR4(2666) 16GB BLACKBERRY,1, 455.00 ,IT25040528
103,INV250103,30-Apr-25,"CONTINUOUS FORM&COMPUTER CO.,LTD",LPN1,P25040351,PR25040129,2310007527,,WATCHARAPONG W.,IT,013793,SP2504017,7901163135,21-Apr-25,Spare part,RAM,RAM DDR4(2666) 16GB BLACKBERRY,1, 455.00 ,IT25060540
103,INV250103,30-Apr-25,"CONTINUOUS FORM&COMPUTER CO.,LTD",LPN1,P25040351,PR25040129,2310007527,,WATCHARAPONG W.,IT,013793,SP2504018,7901163128,21-Apr-25,Spare part,RAM,RAM DDR4(2666) 16GB BLACKBERRY,1, 455.00 ,IT25070082
103,INV250103,30-Apr-25,"CONTINUOUS FORM&COMPUTER CO.,LTD",LPN1,P25040351,PR25040129,2310007527,,WATCHARAPONG W.,IT,013793,SP2504019,7901163126,21-Apr-25,Spare part,RAM,RAM DDR4(2666) 16GB BLACKBERRY,1, 455.00 ,IT25061017
103,INV250103,30-Apr-25,"CONTINUOUS FORM&COMPUTER CO.,LTD",LPN1,P25040351,PR25040129,2310007527,,WATCHARAPONG W.,IT,013793,SP2504020,7901163134,21-Apr-25,Spare part,RAM,RAM DDR4(2666) 16GB BLACKBERRY,1, 455.00 ,IT25070820
103,INV250103,30-Apr-25,"CONTINUOUS FORM&COMPUTER CO.,LTD",LPN1,P25040351,PR25040129,2310007527,,WATCHARAPONG W.,IT,013793,SP2504021,7901163131,21-Apr-25,Spare part,RAM,RAM DDR4(2666) 16GB BLACKBERRY,1, 455.00 ,IT25060723
103,INV250103,30-Apr-25,"CONTINUOUS FORM&COMPUTER CO.,LTD",LPN1,P25040351,PR25040129,2310007527,,WATCHARAPONG W.,IT,013793,SP2504022,7901163127,21-Apr-25,Spare part,RAM,RAM DDR4(2666) 16GB BLACKBERRY,1, 455.00 ,IT25060540
103,INV250103,30-Apr-25,"CONTINUOUS FORM&COMPUTER CO.,LTD",LPN1,P25040351,PR25040129,2310007527,,WATCHARAPONG W.,IT,013793,SP2504023,7901163133,21-Apr-25,Spare part,RAM,RAM DDR4(2666) 16GB BLACKBERRY,1, 455.00 ,IT25050055
103,INV250103,30-Apr-25,"CONTINUOUS FORM&COMPUTER CO.,LTD",LPN1,P25040351,PR25040129,2310007527,,WATCHARAPONG W.,IT,013793,SP2504024,7901163132,21-Apr-25,Spare part,RAM,RAM DDR4(2666) 16GB BLACKBERRY,1, 455.00 ,IT25110719 
103,INV250103,30-Apr-25,"CONTINUOUS FORM&COMPUTER CO.,LTD",LPN1,P25040351,PR25040129,2310007527,,WATCHARAPONG W.,IT,013793,SP2504025,6401165266,21-Apr-25,Spare part,RAM,RAM DDR4(3200) 8GB BLACKBERRY 8 CHIP,1, 845.00 ,IT25080091
103,INV250103,30-Apr-25,"CONTINUOUS FORM&COMPUTER CO.,LTD",LPN1,P25040351,PR25040129,2310007527,,WATCHARAPONG W.,IT,013793,SP2504026,6401165269,21-Apr-25,Spare part,RAM,RAM DDR4(3200) 8GB BLACKBERRY 8 CHIP,1, 845.00 ,IT25060614 OP1 ยืมคืนอีกแบรนด์ IT25080278
103,INV250103,30-Apr-25,"CONTINUOUS FORM&COMPUTER CO.,LTD",LPN1,P25040351,PR25040129,2310007527,,WATCHARAPONG W.,IT,013793,SP2504027,6401165270,21-Apr-25,Spare part,RAM,RAM DDR4(3200) 8GB BLACKBERRY 8 CHIP,1, 845.00 ,IT25080628
103,INV250103,30-Apr-25,"CONTINUOUS FORM&COMPUTER CO.,LTD",LPN1,P25040351,PR25040129,2310007527,,WATCHARAPONG W.,IT,013793,SP2504028,6401165271,21-Apr-25,Spare part,RAM,RAM DDR4(3200) 8GB BLACKBERRY 8 CHIP,1, 845.00 ,
103,INV250103,30-Apr-25,"CONTINUOUS FORM&COMPUTER CO.,LTD",LPN1,P25040351,PR25040129,2310007527,,WATCHARAPONG W.,IT,013793,SP2504029,6401165265,21-Apr-25,Spare part,RAM,RAM DDR4(3200) 8GB BLACKBERRY 8 CHIP,1, 845.00 ,IT25060614 OP1 ยืมคืนอีกแบรนด์ IT25070811
103,INV250103,30-Apr-25,"CONTINUOUS FORM&COMPUTER CO.,LTD",LPN1,P25040351,PR25040129,2310007527,,WATCHARAPONG W.,IT,013793,SP2504030,6401165267,21-Apr-25,Spare part,RAM,RAM DDR4(3200) 8GB BLACKBERRY 8 CHIP,1, 845.00 ,
103,INV250103,30-Apr-25,"CONTINUOUS FORM&COMPUTER CO.,LTD",LPN1,P25040351,PR25040129,2310007527,,WATCHARAPONG W.,IT,013793,SP2504031,6401165262,21-Apr-25,Spare part,RAM,RAM DDR4(3200) 8GB BLACKBERRY 8 CHIP,1, 845.00 ,IT25060614 OP1 ยืมคืนอีกแบรนด์ IT25070811
103,INV250103,30-Apr-25,"CONTINUOUS FORM&COMPUTER CO.,LTD",LPN1,P25040351,PR25040129,2310007527,,WATCHARAPONG W.,IT,013793,SP2504032,6401165263,21-Apr-25,Spare part,RAM,RAM DDR4(3200) 8GB BLACKBERRY 8 CHIP,1, 845.00 ,IT25080091
103,INV250103,30-Apr-25,"CONTINUOUS FORM&COMPUTER CO.,LTD",LPN1,P25040351,PR25040129,2310007527,,WATCHARAPONG W.,IT,013793,SP2504033,6401165264,21-Apr-25,Spare part,RAM,RAM DDR4(3200) 8GB BLACKBERRY 8 CHIP,1, 845.00 ,IT25060614 OP1 ยืมคืนอีกแบรนด์ IT25080278
103,INV250103,30-Apr-25,"CONTINUOUS FORM&COMPUTER CO.,LTD",LPN1,P25040351,PR25040129,2310007527,,WATCHARAPONG W.,IT,013793,SP2504034,6401165268,21-Apr-25,Spare part,RAM,RAM DDR4(3200) 8GB BLACKBERRY 8 CHIP,1, 845.00 ,IT25080628
104,INV250104,2-May-25,"NAKORNPING C & C CO.,LTD",LPN1,P25050012,PR25040363,2310007670,IT25040510,KANOKWAN U.,PUR,26206,SP2505001,F25351505015039,2-May-25,Spare part,Adapter,"Acer AC Adapter 65W 19VDC 3.42A 3mmx1.1mm.Connector,Switching Circuit w/AC",1," 1,200.00 ",
105,INV250105,7-May-25,"Wise solution and consulting co.,ltd.",LPN1,P25050067,PR25040500,2310007819,,WATCHARAPONG W.,IT,IV68050702,SP2505002,2504APZ5WA09,7-May-25,Spare part,Mouse,USB MOUSE LOGITECH M100R BLACK,1, 155.00 ,IT25070922
105,INV250105,7-May-25,"Wise solution and consulting co.,ltd.",LPN1,P25050067,PR25040500,2310007819,,WATCHARAPONG W.,IT,IV68050702,SP2505003,2451APRFM0T9,7-May-25,Spare part,Mouse,USB MOUSE LOGITECH M100R BLACK,1, 155.00 ,IT25070953
105,INV250105,7-May-25,"Wise solution and consulting co.,ltd.",LPN1,P25050067,PR25040500,2310007819,,WATCHARAPONG W.,IT,IV68050702,SP2505004,2504APT5WA39,7-May-25,Spare part,Mouse,USB MOUSE LOGITECH M100R BLACK,1, 155.00 ,IT25080530
105,INV250105,7-May-25,"Wise solution and consulting co.,ltd.",LPN1,P25050067,PR25040500,2310007819,,WATCHARAPONG W.,IT,IV68050702,SP2505005,2504APW5W799,7-May-25,Spare part,Mouse,USB MOUSE LOGITECH M100R BLACK,1, 155.00 ,SP2505005
105,INV250105,7-May-25,"Wise solution and consulting co.,ltd.",LPN1,P25050067,PR25040500,2310007819,,WATCHARAPONG W.,IT,IV68050702,SP2505006,2504APW5W8M9,7-May-25,Spare part,Mouse,USB MOUSE LOGITECH M100R BLACK,1, 155.00 ,IT25080756
105,INV250105,7-May-25,"Wise solution and consulting co.,ltd.",LPN1,P25050067,PR25040500,2310007819,,WATCHARAPONG W.,IT,IV68050702,SP2505007,2504APQ5W9V9,7-May-25,Spare part,Mouse,USB MOUSE LOGITECH M100R BLACK,1, 155.00 ,IT25070441
105,INV250105,7-May-25,"Wise solution and consulting co.,ltd.",LPN1,P25050067,PR25040500,2310007819,,WATCHARAPONG W.,IT,IV68050702,SP2505008,2504APA5W9M9,7-May-25,Spare part,Mouse,USB MOUSE LOGITECH M100R BLACK,1, 155.00 ,IT25070379
105,INV250105,7-May-25,"Wise solution and consulting co.,ltd.",LPN1,P25050067,PR25040500,2310007819,,WATCHARAPONG W.,IT,IV68050702,SP2505009,2504APP5WA29,7-May-25,Spare part,Mouse,USB MOUSE LOGITECH M100R BLACK,1, 155.00 ,IT25070062
105,INV250105,7-May-25,"Wise solution and consulting co.,ltd.",LPN1,P25050067,PR25040500,2310007819,,WATCHARAPONG W.,IT,IV68050702,SP2505010,2504APK5W9N9,7-May-25,Spare part,Mouse,USB MOUSE LOGITECH M100R BLACK,1, 155.00 ,IT25071055
105,INV250105,7-May-25,"Wise solution and consulting co.,ltd.",LPN1,P25050067,PR25040500,2310007819,,WATCHARAPONG W.,IT,IV68050702,SP2505011,2504AP65KRL9,7-May-25,Spare part,Mouse,USB MOUSE LOGITECH M100R BLACK,1, 155.00 ,IT25070322
105,INV250105,7-May-25,"Wise solution and consulting co.,ltd.",LPN1,P25050067,PR25040500,2310007819,,WATCHARAPONG W.,IT,IV68050702,SP2505012,501330H120A2183,7-May-25,Spare part,Headset,Headset RAPOO (H120) USB Black,1, 350.00 ,
105,INV250105,7-May-25,"Wise solution and consulting co.,ltd.",LPN1,P25050067,PR25040500,2310007819,,WATCHARAPONG W.,IT,IV68050702,SP2505013,501330H120A2185,7-May-25,Spare part,Headset,Headset RAPOO (H120) USB Black,1, 350.00 ,IT25120047
105,INV250105,7-May-25,"Wise solution and consulting co.,ltd.",LPN1,P25050067,PR25040500,2310007819,,WATCHARAPONG W.,IT,IV68050702,SP2505014,501330H120A1236,7-May-25,Spare part,Headset,Headset RAPOO (H120) USB Black,1, 350.00 ,
